State,County,Court
Texas,Kinney,Brackettville Municipal Ct.
Texas,Kinney,"Narce D. Villarreal, Countywide"
Texas,Kleberg,"Andy Gonzalez, Precinct 1 Place 1"
Texas,Kleberg,"Esequiel (Cheque) Delapaz, Precinct 4 Place 1"
Texas,Kleberg,Kingsville Municipal Ct.
Texas,Kleberg,"Mario Alaniz Delgado, Precinct 2 Place 1"
Texas,Kleberg,"Sam C. Brown, Precinct 3"
Texas,Knox,"John Charles Pankhurst, Precinct 3 And 4"
Texas,Knox,Knox City Municipal Ct.
Texas,Knox,Munday Municipal Ct.
Texas,Knox,"Vonnie Ivie, Precinct 1 And 2"
Texas,La Salle,Cotulla Municipal Ct.
Texas,La Salle,"Diana Rodriguez, Precinct 2 Place 1"
Texas,La Salle,"Esmeralda Frausto, Precinct 3 Place 1"
Texas,La Salle,"Sallie Auldridge, Precint 4 Place 1"
Texas,La Salle,"Vicki Rodriguez, Precinct 1 Place 1"
Texas,Lamar,"Cindy Cooper Ruthart, Precinct 5 Place 1"
Texas,Lamar,"Crystal N. Duke, Precinct 2 Place 1"
Texas,Lamar,"Ernie Sparks, Precinct 5 Place 2"
Texas,Lamar,"James Nolan Mccourt, Precinct 3 Place 1"
Texas,Lamar,"Kenneth Don Denison, Precinct 1 Place 1"
Texas,Lamar,"Kenneth Ray Ruthart, Precinct 4 Place 1"
Texas,Lamar,Paris Municipal Ct.
Texas,Lamar,Reno Municipal Ct.
Texas,Lamar,Roxton Municipal Court
Texas,Lamb,"Al Mann, Precinct 3 Place 1"
Texas,Lamb,Amherst Municipal Ct.
Texas,Lamb,"Becky Deberry, Precinct 1 Place 1"
Texas,Lamb,Earth Municipal Ct.
Texas,Lamb,"Ida Carolyn Harmon, Precinct 4 Place 1"
Texas,Lamb,Littlefield Municipal Ct.
Texas,Lamb,Olton Municipal Ct.
Texas,Lamb,"Ross Jackson Brock, Jr., Precinct 2 Place 1"
Texas,Lamb,Sudan Municipal Ct.
Texas,Lampasas,"Andrew Garcia, Precinct 1 Place 1"
Texas,Lampasas,"Dick Lockett, Precinct 3 Place 1"
Texas,Lampasas,Kempner Municipal CourtKempner Municipal Court
Texas,Lampasas,Lampasas Municipal Ct.
Texas,Lampasas,Lometa Municipal Ct.
Texas,Lampasas,"Walter Leon Prugh, Precinct 4 Place 1"
Texas,Lavaca,"Bobby Dennis Pavliska, Precinct 3 Place 1"
Texas,Lavaca,"Fred Nieto, Precinct 2 Place 1"
Texas,Lavaca,Hallettsville Municipal Ct.
Texas,Lavaca,"Micah C. Harmon, Precinct 1 Place 1"
Texas,Lavaca,Moulton Municipal Ct.
Texas,Lavaca,"Ruth Alene Lyons, Precinct 4 Place 1"
Texas,Lavaca,Shiner Municipal Ct.
Texas,Lavaca,"Tramer J. Woytek, Pct. 1"
Texas,Lavaca,Yoakum Municipal Ct.
Texas,Lee,"Danita Wiederhold, Precinct 4 Place 1"
Texas,Lee,Giddings Municipal Ct.
Texas,Lee,"Joel Nickolas Hester, Precinct 3 Place 1"
Texas,Lee,Lexington Municipal Ct.
Texas,Lee,"Paul E. Fischer, Precinct 2 Place 1"
Texas,Leon,Buffalo Municipal Ct.
Texas,Leon,"Douglas Preston, Precinct 4 Place 1"
Texas,Leon,"Jack Keeling, Precinct 2 Place 1"
Texas,Leon,Jewett Municipal Ct.
Texas,Leon,"Lori Reid, Precinct 1 Place 1"
Texas,Leon,Normangee Municipal Ct.
Texas,Liberty,"Bobby Radar, Precinct 1 Place 1"
Texas,Liberty,"Burl P. Thomas, Precinct 5 Place 1"
Texas,Liberty,Cleveland Municipal Ct.
Texas,Liberty,"Cody Parrish, Precinct 3 Place 1"
Texas,Liberty,Daisetta Municipal Court
Texas,Liberty,Dayton Lakes Municipal Ct.
Texas,Liberty,Dayton Municipal Ct.
Texas,Liberty,"Glenn Travis Pruitt, Precinct 4 Place 1"
Texas,Liberty,Hardin Municipal Ct.
Texas,Liberty,Kenefick Municipal Ct.
Texas,Liberty,Liberty Municipal Ct.
Texas,Liberty,"Peggy Dunn, Precinct 6 Place 1"
Texas,Liberty,"Ronnie Eugene Davis, Precinct 2 Place 1"
Texas,Limestone,Coolidge Municipal Ct.
Texas,Limestone,Groesbeck Municipal Ct.
Texas,Limestone,Kosse Municipal Ct.
Texas,Limestone,Lewisville Municipal Ct. - TX
Texas,Limestone,"Marcus Hanna, Precinct 1 Place 1"
Texas,Limestone,Mexia Municipal Ct.
Texas,Limestone,"Ray Jones, Precinct 4 Place 2"
Texas,Limestone,"Sherri Lenoir, Precinct 3 Place 1"
Texas,Limestone,"Wanda Joyce Taylor, Precinct 2 Place 1"
Texas,Lipscomb,Booker Municipal Ct.
Texas,Lipscomb,Follett Municipal Court
Texas,Lipscomb,"James Frank Elmore, Countywide"
Texas,Live Oak,"Elizabeth Ellis, Precinct 1 Place 1"
Texas,Live Oak,"Endercio Chapa, Jr., Precinct 4 Place 1"
Texas,Live Oak,George West Municipal Ct.
Texas,Live Oak,"Jim E. Lane, Precinct 3 Place 1"
Texas,Live Oak,Pernitas Point Municipal Ct.
Texas,Live Oak,Three Rivers Municipal Ct.
Texas,Llano,"Brian Alexander, Precinct 4 Place 1"
Texas,Llano,Era Mario
Texas,Llano,"Linda Ballard, Precinct 2 Place 1"
Texas,Llano,Llano Municipal Ct.
Texas,Llano,Richard W Owen Precinct 1 Place 1
Texas,Llano,Sunrise Beach Village Municipal Ct.
Texas,Loving,"Regena Derrick, Countywide"
Texas,Lubbock,"Aurora Hernandez, Precinct 3 Place 1"
Texas,Lubbock,Idalou Municipal Ct.
Texas,Lubbock,"James David Hansen, Precinct 1 Place 1"
Texas,Lubbock,Jean Anne Stratton Precinct 4 Place 1
Texas,Lubbock,"Lonnie Jim Dulin, Precinct 2 Place 1"
Texas,Lubbock,Lubbock Municipal Ct.
Texas,Lubbock,New Deal Municipal Ct.
Texas,Lubbock,Ransom Canyon Municipal Ct.
Texas,Lubbock,Shallowater Municipal Ct.
Texas,Lubbock,Slaton Municipal Ct.
Texas,Lubbock,Wolfforth Municipal Ct.
Texas,Lynn,"Ed L. Follis, Jr., Precinct 4 Place 1"
Texas,Lynn,"Ginger Henry, Precinct 1 Place 1"
Texas,Lynn,Odonnell Municipal Ct.
Texas,Lynn,Tahoka Municipal Ct.
Texas,Lynn,Wilson Municipal Ct.
Texas,Madison,"Lew Plotts, Precinct 2"
Texas,Madison,Madisonville Municipal Ct
Texas,Madison,"Ruth Corley Closs, Precinct 1"
Texas,Marion,Bellmead Municipal Ct
Texas,Marion,"Jean Wolaver, Precinct 4 Place 1"
Texas,Marion,Jefferson Municipal Ct.
Texas,Marion,"Lex A. Jones, Precinct 1 Place 1"
Texas,Marion,"Terri S. Lane, Precinct 2 Place 1"
Texas,Marion,"Velma Spencer Allen, Precinct 3 Place 1"
Texas,Martin,"Marion Mervyn Miller, Precinct 1 Place 1"
Texas,Martin,"Pam Mcanally, Precinct 2 Place 1"
Texas,Mason,Mason Municipal Ct.
Texas,Mason,Tammy Bouman
Texas,Matagorda,"Aaron Curtis Green, Precinct 4 Place 1"
Texas,Matagorda,Bay City Municipal Ct.
Texas,Matagorda,"George C. Frangullie, Jr, Precinct 3 Place 1"
Texas,Matagorda,"Joe C. Knight, Precinct 6 Place 1"
Texas,Matagorda,"Maurice Ashcraft, Precinct 5 Place 1"
Texas,Matagorda,Palacios Municipal Ct.
Texas,Matagorda,Suzan L. Thompson P2 Pl1
Texas,Maverick,"Cesar Iracheta, Precinct 3 Place 1"
Texas,Maverick,Eagle Pass Municipal Ct.
Texas,Maverick,"June T. Edwards, Precinct 3 Place 2"
Texas,Maverick,"Leonardo Santoya, Precinct 1 Place 1"
Texas,Maverick,"Magarita Rosales, Precinct 2 Place 1"
Texas,Maverick,Stanton Municipal Ct.
Texas,Maverick,"Tere Melendrez, Precinct 4 Place 1"
Texas,Mcculloch,"Bill Robinett, Jp, Countywide"
Texas,Mcculloch,Brady Municipal Ct.
Texas,Mclennan,"Barbara N Rusling, Precinct 4 Place 1"
Texas,Mclennan,"Belinda Summers, Precinct 2 Place 1"
Texas,Mclennan,Beverly Hills Municipal Ct.
Texas,Mclennan,Bruceville-Eddy Municipal Ct.
Texas,Mclennan,City Of Bellmead Municipal Court
Texas,Mclennan,Crawford Municipal Ct.
Texas,Mclennan,"David William Pareya, Precinct 3 Place 1"
Texas,Mclennan,"Erma Jean Laster, Precinct 7 Place 1"
Texas,Mclennan,"Fernando M. Villarreal, Precinct 8 Place 1"
Texas,Mclennan,"Franklin D. Culpepper, Precinct 5 Place 1"
Texas,Mclennan,Hewitt Municipal Ct.
Texas,Mclennan,"Kristi Decluitt, Precinct 1 Place 1"
Texas,Mclennan,Lacy-Lakeview Municipal Ct.
Texas,Mclennan,Lorena Municipal Ct.
Texas,Mclennan,Mart Municipal Ct.
Texas,Mclennan,Mcgregor Municipal Ct.
Texas,Mclennan,Moody Municipal Ct.
Texas,Mclennan,"Raymond Naylor Britton, Precinct 6 Place 1"
Texas,Mclennan,Riesel Municipal Ct.
Texas,Mclennan,Robinson Municipal Ct.
Texas,Mclennan,Waco Municipal Ct.
Texas,Mclennan,West Municipal Ct.
Texas,Mclennan,"William D. Martin, Precinct 1 Place 2"
Texas,Mclennan,Woodway Municipal Ct.
Texas,Mcmullen,"James L Rayes, Countywide"
Texas,Medina,Castroville Municipal Ct.
Texas,Medina,Devine Municipal Ct.
Texas,Medina,"George E. Ernst, Jr., Precinct 3 Place 1"
Texas,Medina,"Glenn Klaus, Precinct 1 Place 1"
Texas,Medina,Hondo Municipal Ct.
Texas,Medina,La Coste Municipal Ct.
Texas,Medina,"Marion Wilson Taylor, Precinct 4 Place 1"
Texas,Medina,"Mark P. Haby, Precinct 2 Place 1"
Texas,Medina,Phillip Montgomery Precinct 4
Texas,Menard,Menard Municipal Ct.
Texas,Menard,"Robert Hernandez, Countywide"
Texas,Midland,"Billy G. Johnson, Precinct 3"
Texas,Midland,"David Mark Cobos, Precinct 2"
Texas,Midland,"George D. Zimmerman, Precinct 4"
Texas,Midland,"Joe L. Matlock, Precinct 1"
Texas,Midland,Midland Municipal Ct.
Texas,Milam,Cameron Municipal Ct.
Texas,Milam,"Don Ahrendt, Precinct 2 Place 1"
Texas,Milam,"Gary Northcott, Precinct 4 Place 1"
Texas,Milam,"Orlia C. (Chip) Dunsmoor, Precinct 1 Place 1"
Texas,Milam,Rockdale Municipal Ct.
Texas,Milam,Thorndale Municipal Ct.
Texas,Milam,"Twila Anne Harris, Precinct 3 Place 1"
Texas,Mills,"Marilyn Louise Tiemann, Countywide"
Texas,Mitchell,Colorado City Municipal Ct.
Texas,Mitchell,"Glenda Ruth Haltom, Precinct 1 And 4 Place 1"
Texas,Mitchell,"Kay Francis Richmond, Precinct 2 And 3, Place 1"
Texas,Mitchell,Loraine Municipal Ct.
Texas,Montague,Bowie Municipal Ct.
Texas,Montague,"Jim Willard, Precinct 2 Place 1"
Texas,Montague,Nocona Municipal Ct.
Texas,Montague,"Roger Dale Russell, Precinct 1 Place 1"
Texas,Montague,Saint Jo Municipal Ct.
Texas,Montague,Sunset Municipal Ct.
Texas,Montgomery,Conroe Municipal Ct.
Texas,Montgomery,Cut And Shoot Municipal Court
Texas,Montgomery,"Edie Connelly, Precinct 3 Place 1"
Texas,Montgomery,"G. Trey Spikes, Precinct 2 Place 1"
Texas,Montgomery,"James Oren Metts, Sr., Precinct 4 Place 1"
Texas,Montgomery,"Lanny G. Moriarty, Precinct 1 Place 2"
Texas,Montgomery,Magnolia Municipal Ct.
Texas,Montgomery,"Matt Masden, Precinct 5 Place 1"
Texas,Montgomery,Montgomery Municipal Ct.
Texas,Montgomery,Oak Ridge North Municipal Ct.
Texas,Montgomery,Panorama Village Municipal Ct.
Texas,Montgomery,Patton Village Municipal Ct.
Texas,Montgomery,Roman Forest Municipal Ct.
Texas,Montgomery,Shenandoah Municipal Ct.
Texas,Montgomery,Splendora Municipal Ct.
Texas,Montgomery,Stagecoach Municipal Ct.
Texas,Montgomery,Willis Municipal Ct.
Texas,Montgomery,Woodbranch Municipal Ct.
Texas,Moore,Cactus Municipal Ct.
Texas,Moore,Dumas Municipal Ct.
Texas,Moore,"Konda R. Brown Shelton, Precinct 2 Place 1"
Texas,Moore,Sunray Municipal Ct.
Texas,Moore,"Troy L. Green, Precinct 1 Place 1"
Texas,Morris,"Barbara Ann Meadows, Precinct 3"
Texas,Morris,"D. W. Mcclain, Precinct 2"
Texas,Morris,Daingerfield Municipal Ct.
Texas,Morris,"Franklin Delano Sisk, Precinct 4"
Texas,Morris,"Gloria Ann Woods, Precinct 1"
Texas,Morris,Lone Star Municipal Ct.
Texas,Morris,Naples Municipal Ct.
Texas,Morris,Omaha Municipal Ct.
Texas,Motley,"Cora M. Smallwood, Countywide"
Texas,Nacogdoches,"David Dyer Perkins, Precinct 4 Place 1"
Texas,Nacogdoches,"Dorothy Jean Tigner, Precinct 2 Place 1"
Texas,Nacogdoches,Garrison Municipal Ct.
Texas,Nacogdoches,Kerry Williamson Precinct 1 Place 1
Texas,Nacogdoches,"Michael Ray Worsham, Precinct 3 Place 1"
Texas,Nacogdoches,Nacogdoches Municipal Ct.
Texas,Navarro,Blooming Grove Municipal Ct.
Texas,Navarro,City Of Dawson Municipal Ct
Texas,Navarro,"Connie Mayfield, Precinct"
Texas,Navarro,Corsicana Municipal Ct.
Texas,Navarro,"Donna Murray, Precinct 3"
Texas,Navarro,Frost Municipal Ct.
Texas,Navarro,Kerens Municipal Ct.
Texas,Navarro,"Kirby L. Hill, Precinct 2"
Texas,Navarro,Rice Municipal Ct.A
Texas,Navarro,"Vicki E. Gray, Precinct 1"
Texas,Newton,"A. J. Satterwhite, Precinct 1 Place 1"
Texas,Newton,"Brenda Smith, Precinct 2 Place 1"
Texas,Newton,"Jimmy M. Hopson, Precinct 3 Place 1"
Texas,Newton,"Leonard Powell, Precinct 4 Place 1"
Texas,Newton,Newton Municipal Ct.
Texas,Nolan,"Judge Gardner, Precinct 1 Place 1"
Texas,Nolan,Roscoe Municipal Ct.
Texas,Nolan,Sweetwater Municipal Ct.
Texas,Nueces,"Aldolfo G Contreras, Precinct 3 Place 1"
Texas,Nueces,Aransas Pass Municipal Ct.
Texas,Nueces,"B J Ellington, Us Magistrate"
Texas,Nueces,Bishop Municipal Ct.
Texas,Nueces,"Brian L. Owsley, Us Magistrate"
Texas,Nueces,Corpus Christi Municipal Ct.
Texas,Nueces,Corpus Christi Municipal Juvenile Court
Texas,Nueces,County Court No. 5 Judge Carl Lewis
Texas,Nueces,"Daniel Duncan Neblett, Jr, Precinct 4 Place 1"
Texas,Nueces,"Driscoll Municipal Court, Judge La Rodriguez"
Texas,Nueces,"Henry A. Santana, Precinct 1 Place 2"
Texas,Nueces,"Hermilo Pena Jr., Precinct 5 Place 2"
Texas,Nueces,"James Klager, County Court-At-Law #4"
Texas,Nueces,"Janice Stoner, Precinct 2 Place 1"
Texas,Nueces,"Joe A Gonzalez, Precinct 1 Place"
Texas,Nueces,"Larry G. Cox, Precinct 2 Place 2"
Texas,Nueces,Lisa Gonzales Court At Law #2
Texas,Nueces,Port Aransas Municipal Ct.
Texas,Nueces,"Robert Balderas, Precinct 1 Place 3"
Texas,Nueces,"Robert Gonzalez, Precinct 5 Place 1"
Texas,Nueces,Robstown Municipal Ct.
Texas,Ochiltree,"Braden Jay Karber, Countywide"
Texas,Ochiltree,Perryton Municipal Ct.
Texas,Oldham,"Judy A. Ward, Countywide"
Texas,Oldham,Vega Municipal Ct.
Texas,Orange,Bridge City Municipal Ct.
Texas,Orange,"Jenice Menard, Precinct 3 Place 1"
Texas,Orange,"Joe F. Parkhurst, Precinct 1 Place 1"
Texas,Orange,Orange Municipal Ct.
Texas,Orange,Pine Forest Municipal Ct.
Texas,Orange,Pinehurst Municipal Ct.
Texas,Orange,Rose City Municipal Ct.
Texas,Orange,"Roy Derry Dunn, Precinct 2 Place 1"
Texas,Orange,"Sherry Jaster Smith, Precinct 4 Place 1"
Texas,Orange,Vidor Municipal Ct.
Texas,Orange,West Orange Municipal Ct.
Texas,Palo Pinto,"Aubrey Worsham, Precint 3 Place 1"
Texas,Palo Pinto,"Bobby J. Hart, Precinct 5 Place 1"
Texas,Palo Pinto,"Charlie Lee Hodgkins, Jr., Precinct 8 Place 1"
Texas,Palo Pinto,"Edgar Clayton Laney, Precinct 6 Place 1"
Texas,Palo Pinto,Gordon Municipal Ct.
Texas,Palo Pinto,Graford Municipal Ct.
Texas,Palo Pinto,"Jerry Russell Mitchell, Precinct 2 Place 1"
Texas,Palo Pinto,Mineral Wells Municipal Ct.
Texas,Palo Pinto,Strawn Municipal Ct.
Texas,Palo Pinto,"Todd Baker, Precinct 1 Place 1"
Texas,Panola,Carthage Municipal Ct.
Texas,Panola,"Lora Jane Taylor, Precinct 2 Place 1"
Texas,Panola,"Pat Davis, Precinct 1 Place 1"
Texas,Parker,Azle Municipal Ct.
Texas,Parker,"B. Wayne Hayes, Precinct 1"
Texas,Parker,Hudson Oaks Municipal Ct.
Texas,Parker,"Jayne Williams Choate, Precinct 2"
Texas,Parker,"Melvin Simons, Precinct 4"
Texas,Parker,Reno (Parker) Municipal Court
Texas,Parker,Springtown Municipal Ct.
Texas,Parker,"Suzie Merkley, Precinct 3"
Texas,Parker,Weatherford Municipal Ct.
Texas,Parker,Willow Park Municipal Ct.
Texas,Parmer,Bovina Municipal Ct.
Texas,Parmer,Farwell Municipal Ct.
Texas,Parmer,Friona Municipal Ct.
Texas,Parmer,"Pamela Haseloff, Precinct 3 Place 1"
Texas,Parmer,"Valton O. Howard, Precinct 1 Place 1"
Texas,Parmer,"Vivaliah S. Hutto, Precinct 2 Place 1"
Texas,Pecos,"Arnold Braden, Precinct 4 Place 1"
Texas,Pecos,"Cathy R. Ervine, Precinct 3 Place 1"
Texas,Pecos,"Donald Lee Pitts, Precinct 6 Place 1"
Texas,Pecos,Fort Stockton Municipal Ct.
Texas,Pecos,Iraan Municipal Ct.
Texas,Pecos,"Robert N. Gonzales, Precinct 1 Place 1"
Texas,Polk,Corrigan Municipal Ct.
Texas,Polk,"Darrell Glenn Longino, Precinct 1 Place 1"
Texas,Polk,"David Glenn Johnson, Precinct 2 Place 1"
Texas,Polk,"Larry Whitworth, Precinct 3 Place 1"
Texas,Polk,Livingston Municipal Ct.
Texas,Polk,Onalaska Municipal Ct.
Texas,Polk,"Steven B Mcentyre, Precinct 4 Place 1"
Texas,Potter,Amarillo Municipal Ct.
Texas,Potter,"Debbie Horn, Precinct 1"
Texas,Potter,"Frances Nancy Bosquez, Precinct 2 Place 1"
Texas,Potter,"Thomas Jones, Precinct 4 Place 1"
Texas,Potter,"Willard Haven Dysart, Precinct 3 Place 1"
Texas,Presidio,"A. Daniel Bodine, Precinct 2 Place 1"
Texas,Presidio,"Cinderela Rice Guevara, Precinct 1 Place 1"
Texas,Presidio,Marfa Municipal Ct.
Texas,Presidio,Presidio Municipal Ct.
Texas,Rains,Alba Municipal Ct.
Texas,Rains,"Don Smith, Countywide"
Texas,Rains,East Tawakoni Municipal Ct.
Texas,Rains,Emory Municipal Ct.
Texas,Rains,Point Municipal
Texas,Randall,Canyon Municipal Ct.
Texas,Randall,"Clay Houdashell, Precinct 4 Place 1"
Texas,Randall,"Jerry Bingham, Precinct 1 Place 1"
Texas,Randall,Lake Tanglewood Municipal Ct.
Texas,Randall,Timber Creek Canyon Municipal Ct.
Texas,Reagan,Big Lake Municipal Ct.
Texas,Reagan,"Patty Creech, Countywide"
Texas,Real,"Brenda Gonzales, Precinct 1 And 2 Place 1"
Texas,Real,"Chris E. Lacey, Precinct 3 And 4 Place 1"
Texas,Red River,Bogata Municipal Ct.
Texas,Red River,Clarksville Municipal Ct.
Texas,Red River,"J. R. Lewis, Countywide"
Texas,Reeves,"Amonario P. Ramon, Precinct 1 Place 1"
Texas,Reeves,"Jim Riley, Precinct 2 Place 1"
Texas,Reeves,"Lamberto T. Herrera, Precinct 4 Place 1"
Texas,Reeves,Pecos Municipal Ct.
Texas,Reeves,"Rosendo Lozano Carrasco, Precinct 3 Place 1"
Texas,Refugio,Bayside Municipal
Texas,Refugio,"Cher Whitlow, Pct. 2, Pct. 3"
Texas,Refugio,"Cher Wilton, Precinct 2"
Texas,Refugio,"Deb Bauer, Precinct 3 Place 1"
Texas,Refugio,"Lorraine M. Lopez, Precinct 1"
Texas,Refugio,"Mary Julia Flores, Precinct 4 Place 1"
Texas,Refugio,Refugio Municipal Ct.
Texas,Refugio,Woodsboro Municipal Ct.
Texas,Roberts,"Fannye Jean Greenhouse, Countywide"
Texas,Robertson,Bremond Municipal Ct.
Texas,Robertson,Calvert Municipal Ct.
Texas,Robertson,Franklin Municipal Ct.
Texas,Robertson,"Frederick Bernard Webber, Precinct 4 Place 1"
Texas,Robertson,Hearne Municipal Ct.
Texas,Robertson,"Ramona Aguirre, Precinct 2 Place 1"
Texas,Robertson,"Randall Keith Robinson, Precinct 3 Place 1"
Texas,Robertson,"Weldon (Keith) Petitt, Precinct 1 Place 1"
Texas,Rockwall,City Of Fate Municipal Court
Texas,Rockwall,"David Wayne Karr, Precinct 1 Place 1"
Texas,Rockwall,Heath Municipal Ct.
Texas,Rockwall,"Richard Larry Holloway, Precinct 2 Place 1"
Texas,Rockwall,Rockwall Municipal Ct.
Texas,Rockwall,Royse City Municipal Ct.
Texas,Runnels,Ballinger Municipal Ct.
Texas,Runnels,"Justice Of The Peace, Precinct 1"
Texas,Runnels,"Richard Wayne Hamilton, Precinct 2"
Texas,Runnels,Winters Municipal Ct.
Texas,Rusk,"Bobby Lee Richardson, Precinct 5 Place 1"
Texas,Rusk,"Bonnie Fay Miller, Precinct 2 Place 1"
Texas,Rusk,"Darlene Childress, Precinct 4 Place 1"
Texas,Rusk,Henderson Municipal Ct.
Texas,Rusk,"Jerdy Wolverton, Precinct 1 Place 1"
Texas,Rusk,Mount Enterprise Municipal Ct.
Texas,Rusk,New London Municipal Ct.
Texas,Rusk,Overton Municipal Ct.
Texas,Rusk,"Seth Wilbert Stein, Precinct 3 Place 1"
Texas,Rusk,Tatum Municipal Ct.
Texas,Sabine,Hemphill Municipal Ct.
Texas,Sabine,"Jeff Cox, Precinct 1 Place"
Texas,Sabine,Pineland Municipal Ct.
Texas,Sabine,"Steve Miller, Precinct 2 Place 1"
Texas,San Augustine,Ardis Mosby Precinct 2 Place
Texas,San Augustine,"Jd Miller, Precinct 4 Place 1"
Texas,San Augustine,"Randy Williams, Precinct 3 Place 1"
Texas,San Augustine,San Augustine Municipal Ct.
Texas,San Augustine,"Tormey Lee Ponder, Precinct 1 Place 1"
Texas,San Jacinto,"Beth Sewell, Precinct 1 Place 1"
Texas,San Jacinto,"Greg Magee, Precinct 4 Place 1"
Texas,San Jacinto,"H. Blanchette, Precinct 2 Place 1"
Texas,San Jacinto,"Randy Ellisor, Precinct 3 Place 1"
Texas,San Jacinto,Shepherd Municipal Ct.
Texas,San Patricio,"Amada V. Cardenas, Precinct 5 Place 1"
Texas,San Patricio,"Charlene Lewis, Precinct 6 Place 1"
Texas,San Patricio,"Daniel Garza, Precinct 2"
Texas,San Patricio,Gregory Municipal Ct.
Texas,San Patricio,"Henry Montemayor, Precinct 8 Place 1"
Texas,San Patricio,Ingleside Municipal Ct.
Texas,San Patricio,"Karen Diaz, Precinct 4 Place 1"
Texas,San Patricio,Lake City Municipal Court
Texas,San Patricio,Mathis Municipal Ct.
Texas,San Patricio,Odem Municipal Court
Texas,San Patricio,Portland Municipal Ct.
Texas,San Patricio,Sinton Municipal Ct.
Texas,San Patricio,Taft Municipal Ct.
Texas,San Patricio,"Yolanda P. Guerrero, Precinct 1 Place 1"
Texas,San Saba,"Leslie Dawson, Countywide"
Texas,San Saba,San Saba Municipal Ct.
Texas,Schleicher,"James Claude Doyle, Countywide"
Texas,Scurry,"Deborah Boyd, Precinct 1 Place 1"
Texas,Scurry,"Gulie Culp, Precinct 2 Place 1"
Texas,Scurry,Snyder Municipal Ct.
Texas,Shackelford,Albany Municipal Ct.
Texas,Shackelford,"James Breeden, Countywide"
Texas,Shelby,Center Municipal Ct.
Texas,Shelby,"Jim L. Powers, Precinct 5 Place 1"
Texas,Shelby,Joaquin Municipal Ct.
Texas,Shelby,"Larry Jones, Precinct 4 Place 1"
Texas,Shelby,"Margie Anderson, Precinct 3 Place 1"
Texas,Shelby,"Melissa Crouch, Precinct 1 Place 1"
Texas,Shelby,"O. B. Furlow, Precinct 2 Place 1"
Texas,Shelby,Tenaha Municipal Ct.
Texas,Shelby,Timpson Municipal Ct.
Texas,Sherman,"Amando Lomax, Precinct 3 Place 1"
Texas,Sherman,"Letha Batis, Precinct 4 Place 1"
Texas,Sherman,Stratford Municipal Ct.
Texas,Sherman,Texhoma Municipal Ct.
Texas,Smith,Arp Municipal Ct.
Texas,Smith,"James L Meredith, Precinct 3 Place 1"
Texas,Smith,"James Ray Cowart, Precinct 5 Place 1"
Texas,Smith,Lindale Municipal Ct.
Texas,Smith,"Quincy Beavers, Jr., Precinct 1 Place 1"
Texas,Smith,"Thomas Mitchell Shamburger, Precinct 4 Place 1"
Texas,Smith,Troup Municipal Ct.
Texas,Smith,Tyler Municipal Ct.
Texas,Smith,Whitehouse Municipal Ct.
Texas,Smith,"William H. Lemmert, Precinct 2 Place 1"
Texas,Smith,Winona Municipal Ct.
Texas,Somervell,"Dwayne Griffin, Precinct 2 Place 1"
Texas,Somervell,Glen Rose Municipal Court
Texas,Somervell,"Kenneth Taylor, Precinct 1 Place 1"
Texas,Starr,"Abel Cantu, Precinct 1 Place 1"
Texas,Starr,"Antonia Trevino, Precinct 5 Place 1"
Texas,Starr,"Eloy Flores, Precinct 8 Place 1"
Texas,Starr,"Gabriel E. Recio, Precinct 2 Place 1"
Texas,Starr,"Homero Garcia, Precinct 4 Place 1 And 2"
Texas,Starr,"Juan J. Garcia, Precint 7 Place 1"
Texas,Starr,La Grulla Municipal Court
Texas,Starr,"Ramon De La Cruz, Precinct 6 Place 1"
Texas,Starr,Rio Grande City Municipal Ct.
Texas,Starr,Roma Municipal Ct.
Texas,Starr,"Salvador Zarate, Jr., Precinct 3 Place 1"
Texas,Stephens,Breckenridge Municipal Ct.
Texas,Stephens,"Mike W. Heatley, Countywide"
Texas,Sterling,"Jim Harrell, Countywide"
Texas,Stonewall,"Michael Duff English, Precinct 1 Place 1"
Texas,Sutton,"John K Wilson, Countywide"
Texas,Sutton,Sonora Municipal Ct.
Texas,Swisher,Happy Municipal Ct.
Texas,Swisher,Kress Municipal Ct.
Texas,Swisher,"Marie Rucker, Countywide"
Texas,Swisher,Tulia Municipal Ct.
Texas,Tarrant,Arlington Municipal Ct.
Texas,Tarrant,"Barbara Jo Ferrell, Precinct 1 Place 1"
Texas,Tarrant,Bedford Municipal Ct.
Texas,Tarrant,Benbrook Municipal Ct.
Texas,Tarrant,Blue Mound Municipal Ct.
Texas,Tarrant,Colleyville Municipal Ct.
Texas,Tarrant,Crowley Municipal Ct.
Texas,Tarrant,Dalworthington Gardens Municipal Ct.
Texas,Tarrant,Edgecliff Village Municipal Ct.
Texas,Tarrant,Euless Municipal Ct.
Texas,Tarrant,Everman Municipal Ct.
Texas,Tarrant,Forest Hill Municipal Ct.
Texas,Tarrant,Fort Worth Municipal Ct.
Texas,Tarrant,"Gary Ritchie, Precinct 6 Place 1"
Texas,Tarrant,Grapevine Municipal Ct.
Texas,Tarrant,Haltom City Municipal Ct.
Texas,Tarrant,Haslet Municipal Court
Texas,Tarrant,Hurst Municipal Ct.
Texas,Tarrant,"Jacquelyn Wright, Precinct 4 Place 1"
Texas,Tarrant,Keller Municipal Ct.
Texas,Tarrant,Kennedale Municipal Ct.
Texas,Tarrant,Lake Worth Municipal Ct.
